label;PCL Intersection;Mesh Intersection;image;location
ENERGENCYUSE;[3.37343, 0.107368, 5.97322, 0.0, 53.9419, 4.46807];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[3867 2584] [3929 2705]]
LWAT;[2.61716, 0.0286041, 4.7691, 0.0, 19.7486, 7.51848];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[5102   28] [5286   94]]
RESEAR;[2.91431, 0.375658, 5.4867, 0.0, 49.4238, 48.199];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3874 2262] [4222 2632]]
IIII;[2.81145, 0.18905, 5.50492, 0.0, 66.4952, 44.6678];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3158 3231] [3789 4001]]
LAPTOP;[2.71619, 0.396249, 5.48734, 0.0, 55.5635, 70.2066];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[4696 3323] [4926 3552]]
WARNING;[2.79927, 0.214316, 5.5022, 0.0, 64.3405, 48.246];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3487 3289] [3795 3723]]
INSIDE;[2.81419, 0.182533, 5.50481, 0.0, 63.5417, 40.6002];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3369 3286] [3458 3404]]
FOR;[2.82824, 0.150503, 5.50675, 0.0, 64.7637, 35.9501];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3205 3350] [3276 3439]]
SYMPTOMS;[2.82588, 0.157202, 5.50764, 0.0, 64.6298, 37.1423];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3219 3303] [3343 3487]]
EGRESS;[2.82179, 0.166922, 5.50748, 0.0, 65.013, 39.5169];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3296 3371] [3403 3519]]
MITIGATION;[2.8243, 0.160271, 5.50682, 0.0, 66.0018, 38.7023];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3240 3415] [3369 3613]]
OCCUR;[2.82179, 0.166922, 5.50748, 0.0, 66.0357, 40.4415];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3306 3467] [3407 3603]]
PAYLOAD;[2.81419, 0.182533, 5.50481, 0.0, 66.2772, 42.7443];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3365 3496] [3481 3662]]
PRIOR;[2.82179, 0.166922, 5.50748, 0.0, 67.3113, 42.0517];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3334 3589] [3424 3714]]
INITIATE;[2.81419, 0.182533, 5.50481, 0.0, 67.2761, 43.6884];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3374 3590] [3479 3738]]
TO;[2.81643, 0.175594, 5.50293, 0.0, 68.0423, 44.0734];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3396 3703] [3442 3754]]
ATTENTION;[3.68396, 0.659468, 5.385, 0.0, 23.1128, 31.7532];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3507  213] [3625  317]]
WORERack;[2.9563, 0.431538, 5.47701, 0.0, 45.8201, 48.6359];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[4108 2133] [4233 2267]]
in;[2.9415, 0.332757, 5.49298, 0.0, 50.2984, 43.2283];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3778 2412] [3806 2441]]
WINDO;[2.91152, 0.383767, 5.48779, 0.0, 49.2436, 49.0933];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3998 2338] [4196 2565]]
Internationaly;[2.92173, 0.32239, 5.4937, 0.0, 51.3, 44.1451];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3735 2414] [3891 2606]]
sensing;[2.93012, 0.313504, 5.49349, 0.0, 51.3072, 42.7419];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3699 2428] [3798 2549]]
crusader;[2.93016, 0.305206, 5.49582, 0.0, 51.6954, 42.214];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3662 2445] [3777 2575]]
memory;[2.91802, 0.32897, 5.49215, 0.0, 51.0937, 44.829];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3801 2443] [3902 2565]]
window;[2.92877, 0.29561, 5.49497, 0.0, 51.9042, 41.4168];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3627 2456] [3729 2572]]
research;[2.90111, 0.316259, 5.49509, 0.0, 52.3231, 44.9355];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3770 2525] [3885 2660]]
for;[2.90992, 0.307888, 5.49593, 0.0, 52.3959, 43.8039];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3754 2560] [3796 2602]]
on;[2.91334, 0.301143, 5.4969, 0.0, 52.5971, 42.8188];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3707 2562] [3745 2600]]
of;[2.89576, 0.334654, 5.49139, 0.0, 51.8022, 46.7008];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3900 2571] [3937 2600]]
recogn;[2.88636, 0.325595, 5.49313, 0.0, 52.4933, 46.9147];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3861 2581] [3955 2696]]
the;[2.89984, 0.298406, 5.49619, 0.0, 52.9778, 43.7357];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3727 2587] [3785 2654]]
the;[2.89606, 0.304699, 5.4943, 0.0, 52.7863, 44.6381];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3780 2597] [3827 2646]]
Pro;[2.88133, 0.336054, 5.49244, 0.0, 52.312, 47.8831];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3928 2605] [3985 2675]]
Internati;[2.87933, 0.300508, 5.49474, 0.0, 53.6971, 45.4072];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3760 2631] [3868 2764]]
additi;[2.88036, 0.30983, 5.49544, 0.0, 53.3287, 46.03];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3803 2631] [3894 2730]]
and;[2.88108, 0.318962, 5.49542, 0.0, 53.0898, 46.8073];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3854 2639] [3925 2713]]
PARNINGTHLUNGER;[2.80806, 0.195027, 5.50291, 0.0, 64.2233, 44.0209];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3380 3238] [3637 3641]]
ORDEFLETED;[2.81419, 0.182533, 5.50481, 0.0, 65.0218, 42.7171];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3372 3366] [3529 3600]]
RACKDUE;[2.81145, 0.18905, 5.50492, 0.0, 64.7804, 43.558];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3420 3383] [3547 3561]]
TOELEVATED;[2.80101, 0.211378, 5.50332, 0.0, 66.298, 48.3973];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3513 3539] [3664 3768]]
ATMOSPHERE;[2.79425, 0.223378, 5.49984, 0.0, 66.6824, 51.9355];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3597 3615] [3764 3862]]
VOLUME;[2.81145, 0.18905, 5.50492, 0.0, 67.507, 46.4122];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3442 3639] [3556 3798]]
VENTILATION;[2.80806, 0.195027, 5.50291, 0.0, 68.7193, 48.3888];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3442 3719] [3597 3954]]
REENTRY;[2.8111, 0.184246, 5.49872, 0.0, 68.9151, 46.9676];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3414 3743] [3537 3924]]
CO2;[2.7969, 0.216537, 5.49873, 0.0, 67.3541, 52.305];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3629 3747] [3707 3843]]
IF;[2.80639, 0.198006, 5.5019, 0.0, 68.1935, 48.9787];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[3532 3789] [3569 3825]]
RACK;[3.34733, 0.809172, 5.24903, 0.0, 20.8433, 46.3404];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[4699  182] [4784  255]]
Assy;[2.92311, 0.420864, 5.46177, 0.0, 46.494, 50.3188];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[4208 2247] [4269 2313]]
WORF;[2.72123, 0.38069, 5.48837, 0.0, 55.2963, 66.6277];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[4594 3230] [4745 3375]]
MO;[2.73082, 0.355248, 5.49011, 0.0, 58.7051, 67.7896];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[4514 3531] [4577 3588]]
INSERVATIONAL;[2.73635, 0.342634, 5.49151, 0.0, 61.0884, 70.1144];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[4415 3578] [4597 3985]]
RE;[2.61728, 0.00957037, 4.80103, 0.0, 61.8183, 74.9151];;data/images/isaac_sci_cam_image_delayed/1657544875.038.jpg;[[4594 3963] [4663 4005]]
10-6192;[4.19559, 0.391168, 3.73829, 0.0, -62.802, 32.4647];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[1558 2086] [2188 2493]]
SS;[3.484, 0.995545, 3.72396, 0.0, -51.9793, 101.393];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[4525 2839] [4625 2922]]
Gloves;[3.6187, 0.0217977, 4.84662, 0.0, -43.6239, 12.9792];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[   6 2935] [ 203 3040]]
82;[3.6187, 0.0217977, 4.84662, 0.0, -43.6367, 14.9603];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[ 150 3039] [ 258 3089]]
5285;[4.15876, 0.819738, 3.72284, 0.0, -53.3272, 57.469];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2431 3129] [2745 3328]]
OCTB;[4.3869, 0.338899, 4.02379, 0.0, -47.847, 17.4809];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[ 573 2859] [ 639 2899]]
RA-12(EARLY;[4.3869, 0.338899, 4.02379, 0.0, -47.9322, 19.4267];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[ 621 2893] [ 777 2983]]
WOVELTORKER;[3.6187, 0.0217977, 4.84662, 0.0, -45.6393, 16.8518];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[ 363 2913] [ 510 3090]]
ACCES;[4.3869, 0.338899, 4.02379, 0.0, -46.7672, 18.5377];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[ 542 2960] [ 629 3015]]
MAXCONTRUCK;[3.6187, 0.0217977, 4.84662, 0.0, -45.3861, 17.0383];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[ 376 2964] [ 477 3088]]
LE-GROUND;[3.6187, 0.0217977, 4.84662, 0.0, -45.2137, 16.6135];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[ 365 2984] [ 427 3062]]
SOURCE;[4.3869, 0.338899, 4.02379, 0.0, -45.4821, 17.9895];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[ 446 3019] [ 510 3090]]
10-5230;[4.40996, 0.496119, 4.00321, 0.0, -45.7591, 29.854];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[ 860 3249] [1300 3557]]
TECTORY;[4.59559, 0.654505, 3.78908, 0.0, -45.1987, 31.9288];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[1115 3447] [1202 3545]]
safi;[3.6187, 0.0217977, 4.84662, 0.0, -42.3134, 25.6455];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[ 626 3497] [ 735 3597]]
roford;[4.03336, 0.0661935, 3.99288, 0.0, -69.2165, 1.82649];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[1496 1300] [1543 1354]]
LOCKER;[4.02254, 0.165634, 3.72571, 0.0, -73.1193, 17.7112];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[1935 1411] [2046 1490]]
NITROGEN;[4.04914, 0.230577, 3.74662, 0.0, -70.8195, 25.4224];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[1956 1652] [2078 1733]]
INDICATION;[4.24761, 0.222471, 3.73315, 0.0, -63.7331, 16.5455];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[1418 1881] [1549 1962]]
SMOKE;[4.23961, 0.228886, 3.74319, 0.0, -63.6836, 17.1341];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[1451 1910] [1542 1969]]
ACCESS);[4.18751, 0.745448, 3.72413, 0.0, -54.7133, 53.4155];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2375 3070] [2482 3131]]
RODENT;[4.22008, 0.734612, 3.73176, 0.0, -54.2448, 50.915];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2266 3089] [2367 3150]]
(EARLY;[4.22277, 0.750401, 3.72373, 0.0, -54.1096, 51.6241];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2297 3108] [2386 3163]]
CTB;[4.20156, 0.782146, 3.72087, 0.0, -53.8664, 54.0374];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2415 3150] [2468 3189]]
APTOP;[3.83093, 0.167631, 3.72314, 0.0, -81.0393, 36.6319];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2521 1130] [2614 1197]]
00;[3.83983, 0.241054, 3.71329, 0.0, -78.4631, 48.0245];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2621 1377] [2658 1403]]
COOLANT;[3.83766, 0.261177, 3.71422, 0.0, -77.7619, 51.0702];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2631 1417] [2712 1484]]
ro;[3.84376, 0.259759, 3.70904, 0.0, -77.6335, 49.5936];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2637 1446] [2658 1464]]
WATERRET;[3.85464, 0.243104, 3.70333, 0.0, -78.0784, 45.4329];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2544 1364] [2649 1450]]
RESEAPONCAT22;[3.97854, 0.736231, 3.7291, 0.0, -58.3437, 65.8401];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2823 2789] [3071 2943]]
ACCESS);[4.00402, 0.758007, 3.7204, 0.0, -57.7054, 64.8699];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2847 2875] [2975 2956]]
RODENT;[4.0481, 0.743153, 3.72386, 0.0, -57.249, 61.5];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2719 2910] [2834 2981]]
(EARLY;[4.04123, 0.758338, 3.72072, 0.0, -57.0475, 62.2206];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2753 2929] [2855 2995]]
20;[3.97299, 0.799999, 3.71062, 0.0, -56.9575, 67.7567];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[3012 2951] [3040 2977]]
AbsorbentPed;[4.01215, 0.789106, 3.72317, 0.0, -56.4169, 65.2173];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2845 2963] [3007 3055]]
UnitKit-1;[3.98983, 0.803946, 3.71857, 0.0, -56.4469, 66.8022];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2931 2969] [3050 3040]]
-17;[3.96451, 0.813216, 3.71122, 0.0, -56.5524, 68.6983];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[3041 2974] [3092 3012]]
Container;[3.9958, 0.816351, 3.71196, 0.0, -56.1769, 66.9726];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2942 2992] [3054 3058]]
RESEARCHCAT22;[4.17175, 0.745048, 3.72132, 0.0, -55.3, 54.0118];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2355 3010] [2566 3115]]
Access;[4.02809, 0.805852, 3.717, 0.0, -55.9415, 64.6096];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2859 3018] [2945 3073]]
Sharps;[4.02552, 0.815767, 3.71825, 0.0, -55.675, 64.8919];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2869 3039] [2955 3091]]
10-5285;[4.19054, 0.820304, 3.72961, 0.0, -52.7538, 55.8659];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2276 3134] [2742 3398]]
10;[4.20795, 0.779269, 3.72102, 0.0, -53.5873, 53.2843];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2391 3170] [2426 3198]]
LOCK;[4.23416, 0.922935, 3.71945, 0.0, -49.6643, 56.9928];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2505 3491] [2565 3533]]
AS;[4.25798, 0.870445, 3.76092, 0.0, -46.5421, 55.3152];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[2386 3734] [2448 3782]]
ERGENCYUSE;[4.03487, 0.976798, 3.75672, 0.0, -46.4514, 67.896];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[3022 3758] [3156 3827]]
PORT;[4.0255, 0.972692, 3.76501, 0.0, -46.1968, 68.4621];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[3070 3778] [3173 3849]]
FIRE;[3.6187, 0.0217977, 4.84662, 0.0, -45.905, 67.0236];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[3000 3810] [3089 3875]]
MODE;[3.6187, 0.0217977, 4.84662, 0.0, -44.969, 73.6311];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[3383 3872] [3450 3918]]
CAUTION;[3.6187, 0.0217977, 4.84662, 0.0, -44.4043, 67.5322];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[3032 3942] [3133 3998]]
OFF;[3.6187, 0.0217977, 4.84662, 0.0, -44.1721, 73.7798];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[3420 3949] [3457 3977]]
Glaci;[3.47298, 0.0314181, 3.6744, 0.0, -80.8371, -171.241];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[3419   73] [3498  130]]
1;[3.34357, 0.219097, 3.79576, 0.0, -72.2886, 153.703];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[4233  417] [4280  655]]
LOCKER;[3.44722, 0.174926, 3.72367, 0.0, -78.3126, 152.066];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[3701  524] [3824  607]]
COOLANT;[3.85215, 0.906787, 3.72696, 0.0, -54.5847, 77.8716];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[3417 3060] [3525 3122]]
PRE;[3.6187, 0.0217977, 4.84662, 0.0, -44.7842, 74.7274];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[3468 3893] [3497 3913]]
PHASE;[3.6187, 0.0217977, 4.84662, 0.0, -44.3414, 75.0254];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[3478 3921] [3534 3958]]
Iceberg;[3.47465, 0.867716, 3.72494, 0.0, -55.6506, 103.546];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[4397 2538] [4553 2623]]
LSS;[3.484, 0.995545, 3.72396, 0.0, -51.8419, 101.141];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[4478 2824] [4659 2968]]
Light;[3.46702, 1.08536, 3.84139, 0.0, -46.5337, 101.047];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[4811 3260] [4880 3309]]
S/N040;[3.46532, 1.11098, 3.83388, 0.0, -45.9759, 101.141];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[4839 3301] [4927 3354]]
040;[3.45552, 1.10571, 3.8428, 0.0, -45.9112, 101.451];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[4879 3303] [4927 3339]]
S/N;[3.46532, 1.11098, 3.83388, 0.0, -45.9825, 100.844];;data/images/isaac_sci_cam_image_delayed/1657547010.384.jpg;[[4840 3318] [4888 3352]]
Gloves;[4.78933, 0.312176, 3.66846, 0.0, -45.3531, 14.9264];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[3606  248] [3728  422]]
TONOD2;[5.83246, 0.751599, 4.4651, 0.0, -11.0464, 18.7595];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[4073 2761] [4425 3056]]
TONOD2;[5.3402, -0.693893, 4.68237, 0.0, -7.36487, -21.5177];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[1078 3054] [1367 3282]]
ATB;[5.30879, 0.839583, 4.82218, 0.0, -0.534364, 27.0014];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[4996 3553] [5295 4038]]
LAB101;[5.31515, -0.792317, 4.17717, 0.0, -21.4138, -24.5216];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[1133 2049] [1209 2071]]
02;[5.30583, -0.766444, 4.18025, 0.0, -21.5712, -23.846];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[1210 2049] [1235 2070]]
ve;[5.19211, -0.949375, 4.23753, 0.0, -19.6646, -32.0121];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[ 546 2087] [ 567 2101]]
ITOUT;[5.33418, -0.978577, 4.32308, 0.0, -17.8106, -30.7731];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[ 582 2244] [ 662 2274]]
SERVER;[5.17548, -0.837854, 4.47083, 0.0, -13.7825, -27.5203];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[ 799 2562] [ 848 2667]]
HV1;[5.15316, -0.813505, 4.53235, 0.0, -12.5677, -27.57];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[ 787 2686] [ 813 2731]]
0;[5.33959, -0.713794, 4.57821, 0.0, -10.4742, -22.201];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[1155 2827] [1260 3007]]
TO;[5.32087, -0.704698, 4.67637, 0.0, -7.52136, -22.1792];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[1131 3087] [1211 3218]]
NOD;[5.39796, -0.689109, 4.68493, 0.0, -7.14889, -20.9923];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[1208 3121] [1319 3262]]
2;[5.30376, -0.631477, 4.70752, 0.0, -6.85223, -20.107];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[1317 3176] [1345 3258]]
ENTOUT;[3.63144, 0.0272686, 4.81635, 0.0, -6.31845, -29.3185];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[ 474 3188] [ 596 3238]]
recosmible;[5.34786, -0.698069, 4.74047, 0.0, -5.59797, -21.6348];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[1139 3273] [1241 3353]]
HV-8SERVER;[3.63144, 0.0272686, 4.81635, 0.0, -1.92302, -24.7444];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[ 848 3523] [ 892 3716]]
unter.Col.com;[4.52062, -0.309593, 3.9318, 0.0, -45.5679, -18.194];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[1846  227] [1899  371]]
MOVE;[5.28799, -0.57718, 4.04909, 0.0, -25.9912, -18.7763];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[1605 1773] [1655 1794]]
DONOT;[5.29622, -0.608098, 4.05517, 0.0, -25.767, -19.6261];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[1534 1779] [1606 1805]]
Maropiskam;[5.29259, -0.47689, 4.11461, 0.0, -24.6725, -15.4478];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[1813 1831] [1873 1981]]
PIN1037;[5.30718, -0.460993, 4.12747, 0.0, -24.1231, -14.8459];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[1859 1927] [1895 1977]]
HV5-SERVER;[5.33291, -0.30355, 4.13517, 0.0, -23.9722, -9.82098];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[2175 1982] [2243 2003]]
IcsLowPelummmm;[4.61954, -0.116831, 3.94704, 0.0, -43.5661, -6.08514];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[2465  547] [2572  567]]
LAB101;[5.33893, 0.0763243, 4.14149, 0.0, -24.0356, 2.60533];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[2984 2000] [3057 2021]]
03;[5.34522, 0.103049, 4.13901, 0.0, -24.0198, 3.40276];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[3060 2000] [3085 2019]]
D50161;[5.62214, -0.0575758, 4.14873, 0.0, -20.842, -1.42743];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[2733 2232] [2780 2246]]
PS-28CABLe(P1);[4.68052, 0.368686, 3.69599, 0.0, -47.5351, 19.0511];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[3803   86] [3942  107]]
TO;[4.68796, 0.348298, 3.69033, 0.0, -47.4803, 18.0366];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[3803  105] [3829  126]]
28;[4.68634, 0.355341, 3.69136, 0.0, -47.4207, 18.383];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[3829  107] [3850  126]]
VDCPOWER;[4.69144, 0.379958, 3.6836, 0.0, -47.1914, 19.4032];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[3848  107] [3946  128]]
SOURCE;[4.67944, 0.406531, 3.69326, 0.0, -46.9202, 20.8212];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[3946  107] [4014  128]]
25AMPS;[4.68634, 0.355341, 3.69136, 0.0, -47.162, 18.2577];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[3801  128] [3869  147]]
MAXCONTINUOUS;[4.68243, 0.392252, 3.69162, 0.0, -46.8271, 20.0988];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[3871  128] [4012  150]]
CU;[4.67208, 0.419204, 3.69958, 0.0, -46.5183, 21.4227];;data/images/isaac_sci_cam_image_delayed/1657546797.078.jpg;[[4014  133] [4033  150]]
